Test,Test#,Pattern,Wafer,Site,Pin,Device,Value,Unit,P/F,Time,TS Time,Print To Data Log
"PIN_TO_PIN_POS_LEAKAGE_PIN",20090,"",0,1,"ISEN_PS1600",1,0.148293,"nA","P",0.422081,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN",20190,"",0,1,"ISEN_PS1600",1,-7.72962,"nA","P",0.422081,***,""
"PIN_TO_PIN_POS_LEAKAGE_PIN_VBIAS_PS1600",20100,"",0,1,"VBIAS_PS1600",1,729,"nA","P",0.422081,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN_VBIAS_PS1600",20200,"",0,1,"VBIAS_PS1600",1,-807,"nA","P",0.422081,***,""
"RON_200mAVDD_5_VIN_5_20V_Part",90050,"",0,1,"VIN1",1,0.0222663,"ohm","P",0.0384305,***,""
"DEVICE_VARIENT_TRUE",90060,"",0,1,"VIN1",1,1,"","P",0.0384305,***,""
"BANKA_BIT5_BLOWN_TRUE",1000001,"",0,1,"OFF_PS1600",1,0,"","P",0.105505,***,""
"EN_FCB_LOW_VOUT_LOW",30010,"",0,1,"VOUT4",1,0.000753403,"V","P",0.237696,***,""
"EN_FCB_LOW_OFF_HIGH",30020,"",0,1,"OFF_PS1600",1,1.92278,"V","P",0.237696,***,""
"FCB_LOW_VOUT_LOW",30030,"",0,1,"VOUT4",1,0.000999451,"V","P",0.237696,***,""
"FCB_LOW_OFF_HIGH",30040,"",0,1,"OFF_PS1600",1,1.92347,"V","P",0.237696,***,""
"EN_LOW_VOUT_LOW",30050,"",0,1,"VOUT4",1,0.000293732,"V","P",0.237696,***,""
"EN_LOW_OFF_HIGH",30060,"",0,1,"OFF_PS1600",1,1.9229,"V","P",0.237696,***,""
"EN_FCB_HIGH_VOUT_HIGH",30070,"",0,1,"VOUT4",1,5.00004,"V","P",0.237696,***,""
"EN_FCB_HIGH_OFF_LOW",30080,"",0,1,"OFF_PS1600",1,0.000714269,"V","P",0.237696,***,""
"FAULT_SET_VOUT_LOW",30090,"",0,1,"VOUT4",1,0.000585556,"V","P",0.237696,***,""
"FAULT_SET_OFF_HIGH",30100,"",0,1,"OFF_PS1600",1,1.96707,"V","P",0.237696,***,""
"FAULT_RESET_VOUT_HIGH",30110,"",0,1,"VOUT4",1,5.00012,"V","P",0.237696,***,""
"FAULT_RESET_OFF_LOW",30120,"",0,1,"OFF_PS1600",1,0.000714269,"V","P",0.237696,***,""
"IVDDDIS_VDD_3_VIN_3",40010,"",0,1,"VDD",1,108.886,"uA","P",0.113576,***,""
"IVINDIS_VDD_3_VIN_3",40050,"",0,1,"VIN1",1,70.9053,"uA","P",0.113576,***,""
"IOFF_VDD_3_VIN_3",40090,"",0,1,"VOUT4",1,-1.9091,"uA","P",0.113576,***,""
"IVDDDIS_VDD_3_VIN_20",40020,"",0,1,"VDD",1,119.435,"uA","P",0.113576,***,""
"IVINDIS_VDD_3_VIN_20",40060,"",0,1,"VIN1",1,93.4945,"uA","P",0.113576,***,""
"IOFF_VDD_3_VIN_20",40100,"",0,1,"VOUT4",1,0.233085,"uA","P",0.113576,***,""
"IVINVDD0_VIN_3",40130,"",0,1,"VIN1",1,66.5486,"uA","P",0.113576,***,""
"IOFFVDD0_VIN_3",40150,"",0,1,"VOUT4",1,-0.122833,"uA","P",0.113576,***,""
"IVDDDIS_VDD_20_VIN_3",40030,"",0,1,"VDD",1,138.946,"uA","P",0.113576,***,""
"IVINDIS_VDD_20_VIN_3",40070,"",0,1,"VIN1",1,67.9223,"uA","P",0.113576,***,""
"IOFF_VDD_20_VIN_3",40110,"",0,1,"VOUT4",1,-2.54915,"uA","P",0.113576,***,""
"IVDDDIS_VDD_20_VIN_20",40040,"",0,1,"VDD",1,138.827,"uA","P",0.113576,***,""
"IVINDIS_VDD_20_VIN_20",40080,"",0,1,"VIN1",1,94.7975,"uA","P",0.113576,***,""
"IOFF_VDD_20_VIN_20",40120,"",0,1,"VOUT4",1,-4.38129,"uA","P",0.113576,***,""
"IVINVDD0_VIN_20",40140,"",0,1,"VIN1",1,110.863,"uA","P",0.113576,***,""
"IOFFVDD0_VIN_20",40160,"",0,1,"VOUT4",1,-2.21617,"uA","P",0.113576,***,""
"EN0V_PULLUP_RES",50010,"",0,1,"EN0_PS1600",1,199.52,"Kohm","P",0.0308171,***,""
"EN1V_PULLUP_RES",50020,"",0,1,"EN0_PS1600",1,200.155,"Kohm","P",0.0308171,***,""
"EN0V_Current",50030,"",0,1,"EN0_PS1600",1,-9.02166,"uA","P",0.0308171,***,""
"EN1V_Current",50040,"",0,1,"EN0_PS1600",1,-3.99691,"uA","P",0.0308171,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_1mA",60030,"",0,1,"VIN",1,-268.574,"mV","P",0.0618907,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_10mA",60040,"",0,1,"VIN",1,-331.16,"mV","P",0.0618907,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_100mA",60050,"",0,1,"VIN",1,-212.633,"mV","P",0.0618907,***,""
"LEAKAGE",70010,"",0,1,"EN0_PS1600",1,24.2789,"uA","P",0.122753,***,""
"LEAKAGE",70060,"",0,1,"FAULTB_PS1600",1,0.00058454,"uA","P",0.122753,***,""
"LEAKAGE",70020,"",0,1,"FCB_PS1600",1,0.0616776,"uA","P",0.122753,***,""
"LEAKAGE",70040,"",0,1,"ISEN_PS1600",1,26.0667,"uA","P",0.122753,***,""
"LEAKAGE",70030,"",0,1,"ITRIP_PS1600",1,16.7032,"uA","P",0.122753,***,""
"LEAKAGE",70080,"",0,1,"OFF_PS1600",1,-0.00115196,"uA","P",0.122753,***,""
"LEAKAGE",70050,"",0,1,"SS_PS1600",1,49.7551,"uA","P",0.122753,***,""
"LEAKAGE",70070,"",0,1,"VBIAS_PS1600",1,28.1888,"uA","P",0.122753,***,""
"LEAKAGE_2V",70090,"",0,1,"OFF_PS1600",1,-0.0580667,"uA","P",0.122753,***,""
"IVDD_VDD_3_Vin_3",80001,"",0,1,"VDD",1,102.375,"uA","P",0.489166,***,""
"IVIN_VDD_3_Vin_3",80005,"",0,1,"VIN1",1,54.1979,"uA","P",0.489166,***,""
"IVDD_VDD_3_Vin_20",80010,"",0,1,"VDD",1,109.111,"uA","P",0.489166,***,""
"IVIN_VDD_3_Vin_20",80014,"",0,1,"VIN1",1,90.5022,"uA","P",0.489166,***,""
"IVDD_VDD_20_Vin_3",80011,"",0,1,"VDD",1,121.872,"uA","P",0.489166,***,""
"IVIN_VDD_20_Vin_3",80015,"",0,1,"VIN1",1,55.4333,"uA","P",0.489166,***,""
"IVDD_VDD_20_Vin_20",80012,"",0,1,"VDD",1,119.482,"uA","P",0.489166,***,""
"IVIN_VDD_20_Vin_20",80016,"",0,1,"VIN1",1,87.0768,"uA","P",0.489166,***,""
"Scan_test",330010,"_rdi_burst_SCAN_bk4_mp",0,1,"@",1,***," ","P",0.0391975,***,""
"Logic_test",340010,"_rdi_burst_Logic_bk6_mp",0,1,"@",1,***," ","P",0.277511,***,""
"VBIAS_VALUE_CODE0",180020,"",0,1,"VBIAS_PS1600",1,1.92136,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE1",180030,"",0,1,"VBIAS_PS1600",1,1.94003,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE2",180040,"",0,1,"VBIAS_PS1600",1,1.95989,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE3",180050,"",0,1,"VBIAS_PS1600",1,1.97902,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE4",180060,"",0,1,"VBIAS_PS1600",1,1.99951,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE5",180070,"",0,1,"VBIAS_PS1600",1,2.01869,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE6",180080,"",0,1,"VBIAS_PS1600",1,2.03815,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE7",180090,"",0,1,"VBIAS_PS1600",1,2.05751,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE8",180100,"",0,1,"VBIAS_PS1600",1,2.07845,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE9",180110,"",0,1,"VBIAS_PS1600",1,2.09746,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE10",180120,"",0,1,"VBIAS_PS1600",1,2.11698,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE11",180130,"",0,1,"VBIAS_PS1600",1,2.13633,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE12",180140,"",0,1,"VBIAS_PS1600",1,2.15643,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE13",180150,"",0,1,"VBIAS_PS1600",1,2.17544,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE14",180160,"",0,1,"VBIAS_PS1600",1,2.1949,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE15",180170,"",0,1,"VBIAS_PS1600",1,2.21425,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE16",180180,"",0,1,"VBIAS_PS1600",1,1.60451,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE17",180190,"",0,1,"VBIAS_PS1600",1,1.62392,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE18",180200,"",0,1,"VBIAS_PS1600",1,1.64361,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE19",180210,"",0,1,"VBIAS_PS1600",1,1.66285,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE20",180220,"",0,1,"VBIAS_PS1600",1,1.68328,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE21",180230,"",0,1,"VBIAS_PS1600",1,1.70274,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE22",180240,"",0,1,"VBIAS_PS1600",1,1.72278,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE23",180250,"",0,1,"VBIAS_PS1600",1,1.74207,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE24",180260,"",0,1,"VBIAS_PS1600",1,1.76325,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE25",180270,"",0,1,"VBIAS_PS1600",1,1.7826,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE26",180280,"",0,1,"VBIAS_PS1600",1,1.80212,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE27",180290,"",0,1,"VBIAS_PS1600",1,1.82187,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE28",180300,"",0,1,"VBIAS_PS1600",1,1.84174,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE29",180310,"",0,1,"VBIAS_PS1600",1,1.86097,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE30",180320,"",0,1,"VBIAS_PS1600",1,1.88089,"V","P",0.927932,***,""
"VBIAS_VALUE_CODE31",180330,"",0,1,"VBIAS_PS1600",1,1.90007,"V","P",0.927932,***,""
"VREF_TRIM_CODE",180010,"",0,1,"VBIAS_PS1600",1,26,"Code","P",0.927932,***,""
"VBIAS_BEST_FIT_VALUE",180340,"",0,1,"VBIAS_PS1600",1,1.80212,"V","P",0.927932,***,""
"SS_CURRENT_CODE0",220040,"",0,1,"SS_PS1600",1,-10.479,"uA","P",1.34714,***,""
"SS_CURRENT_CODE1",220050,"",0,1,"SS_PS1600",1,-10.632,"uA","P",1.34714,***,""
"SS_CURRENT_CODE2",220060,"",0,1,"SS_PS1600",1,-10.774,"uA","P",1.34714,***,""
"SS_CURRENT_CODE3",220070,"",0,1,"SS_PS1600",1,-10.905,"uA","P",1.34714,***,""
"SS_CURRENT_CODE4",220080,"",0,1,"SS_PS1600",1,-11.073,"uA","P",1.34714,***,""
"SS_CURRENT_CODE5",220090,"",0,1,"SS_PS1600",1,-11.21,"uA","P",1.34714,***,""
"SS_CURRENT_CODE6",220100,"",0,1,"SS_PS1600",1,-11.369,"uA","P",1.34714,***,""
"SS_CURRENT_CODE7",220110,"",0,1,"SS_PS1600",1,-11.549,"uA","P",1.34714,***,""
"SS_CURRENT_CODE8",220120,"",0,1,"SS_PS1600",1,-11.722,"uA","P",1.34714,***,""
"SS_CURRENT_CODE9",220130,"",0,1,"SS_PS1600",1,-11.877,"uA","P",1.34714,***,""
"SS_CURRENT_CODE10",220140,"",0,1,"SS_PS1600",1,-12.062,"uA","P",1.34714,***,""
"SS_CURRENT_CODE11",220150,"",0,1,"SS_PS1600",1,-12.259,"uA","P",1.34714,***,""
"SS_CURRENT_CODE12",220160,"",0,1,"SS_PS1600",1,-12.432,"uA","P",1.34714,***,""
"SS_CURRENT_CODE13",220170,"",0,1,"SS_PS1600",1,-12.645,"uA","P",1.34714,***,""
"SS_CURRENT_CODE14",220180,"",0,1,"SS_PS1600",1,-12.85,"uA","P",1.34714,***,""
"SS_CURRENT_CODE15",220190,"",0,1,"SS_PS1600",1,-13.048,"uA","P",1.34714,***,""
"SS_CURRENT_CODE16",220200,"",0,1,"SS_PS1600",1,-8.684,"uA","P",1.34714,***,""
"SS_CURRENT_CODE17",220210,"",0,1,"SS_PS1600",1,-8.765,"uA","P",1.34714,***,""
"SS_CURRENT_CODE18",220220,"",0,1,"SS_PS1600",1,-8.862,"uA","P",1.34714,***,""
"SS_CURRENT_CODE19",220230,"",0,1,"SS_PS1600",1,-8.973,"uA","P",1.34714,***,""
"SS_CURRENT_CODE20",220240,"",0,1,"SS_PS1600",1,-9.06,"uA","P",1.34714,***,""
"SS_CURRENT_CODE21",220250,"",0,1,"SS_PS1600",1,-9.174,"uA","P",1.34714,***,""
"SS_CURRENT_CODE22",220260,"",0,1,"SS_PS1600",1,-9.28,"uA","P",1.34714,***,""
"SS_CURRENT_CODE23",220270,"",0,1,"SS_PS1600",1,-9.377,"uA","P",1.34714,***,""
"SS_CURRENT_CODE24",220280,"",0,1,"SS_PS1600",1,-9.486,"uA","P",1.34714,***,""
"SS_CURRENT_CODE25",220290,"",0,1,"SS_PS1600",1,-9.612,"uA","P",1.34714,***,""
"SS_CURRENT_CODE26",220300,"",0,1,"SS_PS1600",1,-9.729,"uA","P",1.34714,***,""
"SS_CURRENT_CODE27",220310,"",0,1,"SS_PS1600",1,-9.833,"uA","P",1.34714,***,""
"SS_CURRENT_CODE28",220320,"",0,1,"SS_PS1600",1,-9.965,"uA","P",1.34714,***,""
"SS_CURRENT_CODE29",220330,"",0,1,"SS_PS1600",1,-10.076,"uA","P",1.34714,***,""
"SS_CURRENT_CODE30",220340,"",0,1,"SS_PS1600",1,-10.203,"uA","P",1.34714,***,""
"SS_CURRENT_CODE31",220350,"",0,1,"SS_PS1600",1,-10.353,"uA","P",1.34714,***,""
"SS_CURRENT_TRIM_CODE",220030,"",0,1,"SS_PS1600",1,28,"Code","P",1.34714,***,""
"SS_CURRENT_BEST_FIT_VALUE",220360,"",0,1,"SS_PS1600",1,-9.965,"uA","P",1.34714,***,""
"CURRENT_SS_0P1V_CODE0",230020,"",0,1,"SS_PS1600",1,431.887,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE0",230180,"",0,1,"SS_PS1600",1,898.55,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE1",230030,"",0,1,"SS_PS1600",1,500.049,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE1",230190,"",0,1,"SS_PS1600",1,1028.27,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE2",230040,"",0,1,"SS_PS1600",1,567.27,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE2",230200,"",0,1,"SS_PS1600",1,1157.67,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE3",230050,"",0,1,"SS_PS1600",1,637.033,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE3",230210,"",0,1,"SS_PS1600",1,1290.39,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE4",230060,"",0,1,"SS_PS1600",1,703.149,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE4",230220,"",0,1,"SS_PS1600",1,1418.57,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE5",230070,"",0,1,"SS_PS1600",1,773.361,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE5",230230,"",0,1,"SS_PS1600",1,1552.33,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE6",230080,"",0,1,"SS_PS1600",1,842.489,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE6",230240,"",0,1,"SS_PS1600",1,1685.33,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE7",230090,"",0,1,"SS_PS1600",1,910.143,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE7",230250,"",0,1,"SS_PS1600",1,1819.05,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE8",230100,"",0,1,"SS_PS1600",1,978.998,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE8",230260,"",0,1,"SS_PS1600",1,1948.87,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE9",230110,"",0,1,"SS_PS1600",1,1050.01,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE9",230270,"",0,1,"SS_PS1600",1,2086.19,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE10",230120,"",0,1,"SS_PS1600",1,1121.65,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE10",230280,"",0,1,"SS_PS1600",1,2221.92,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE11",230130,"",0,1,"SS_PS1600",1,1189.62,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE11",230290,"",0,1,"SS_PS1600",1,2356.24,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE12",230140,"",0,1,"SS_PS1600",1,1261.26,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE12",230300,"",0,1,"SS_PS1600",1,2487.5,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE13",230150,"",0,1,"SS_PS1600",1,1328.4,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE13",230310,"",0,1,"SS_PS1600",1,2618.55,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE14",230160,"",0,1,"SS_PS1600",1,1400.41,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE14",230320,"",0,1,"SS_PS1600",1,2751.05,"mA","P",1.32274,***,""
"CURRENT_SS_0P1V_CODE15",230170,"",0,1,"SS_PS1600",1,1474.69,"mA","P",1.32274,***,""
"CURRENT_SS_0P2V_CODE15",230330,"",0,1,"SS_PS1600",1,2885.87,"mA","P",1.32274,***,""
"SS_GAIN_TRIM_CODE",230010,"",0,1,"SS_PS1600",1,8,"Code","P",1.32274,***,""
"BEST_CURR_SS_0p2V",230340,"",0,1,"SS_PS1600",1,1948.87,"mA","P",1.32274,***,""
"BEST_CURR_SS_0p1V",230350,"",0,1,"SS_PS1600",1,978.998,"mA","P",1.32274,***,""
"BEST_CURR_SS_delta",230360,"",0,1,"SS_PS1600",1,969.873,"mA","P",1.32274,***,""
"SS_OFFSET_CURRENT_CODE0",240020,"",0,1,"SS_PS1600",1,-433.665,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE1",240030,"",0,1,"SS_PS1600",1,-423.322,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE2",240040,"",0,1,"SS_PS1600",1,-409.269,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE3",240050,"",0,1,"SS_PS1600",1,-397.182,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE4",240060,"",0,1,"SS_PS1600",1,-385.208,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE5",240070,"",0,1,"SS_PS1600",1,-372.138,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE6",240080,"",0,1,"SS_PS1600",1,-359.396,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE7",240090,"",0,1,"SS_PS1600",1,-349.584,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE8",240100,"",0,1,"SS_PS1600",1,-337.326,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE9",240110,"",0,1,"SS_PS1600",1,-324.651,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE10",240120,"",0,1,"SS_PS1600",1,-312.253,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE11",240130,"",0,1,"SS_PS1600",1,-302.59,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE12",240140,"",0,1,"SS_PS1600",1,-288.411,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE13",240150,"",0,1,"SS_PS1600",1,-278.791,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE14",240160,"",0,1,"SS_PS1600",1,-265.417,"mA","P",0.660571,***,""
"SS_OFFSET_CURRENT_CODE15",240170,"",0,1,"SS_PS1600",1,-253.788,"mA","P",0.660571,***,""
"SS_OFFSET_TRIM_CODE",240010,"",0,1,"SS_PS1600",1,3,"Code","P",0.660571,***,""
"BEST_Curr_SS_0p04V",240180,"",0,1,"SS_PS1600",1,-397.182,"mA","P",0.660571,***,""
"Low_Temp_Voltage_bank0",200130,"",0,1,"OFF_PS1600",1,0.000828102,"V","P",0.0893156,***,""
"High_Temp_Voltage_bank0",200140,"",0,1,"OFF_PS1600",1,1.92136,"V","P",0.0893156,***,""
"Low_Temp_Voltage_bank0_reset",200150,"",0,1,"OFF_PS1600",1,0.000771185,"V","P",0.0893156,***,""
"Low_Temp_Voltage_bank1",200160,"",0,1,"OFF_PS1600",1,0.000771185,"V","P",0.0893156,***,""
"High_Temp_Voltage_bank1",200170,"",0,1,"OFF_PS1600",1,1.92222,"V","P",0.0893156,***,""
"Low_Temp_Voltage_bank1_reset",200180,"",0,1,"OFF_PS1600",1,0.000714269,"V","P",0.0893156,***,""
"I_ISEN_UVLO",410010,"",0,1,"VBIAS_PS1600",1,10.405,"uA","P",5.42997,***,""
"I_IN_VDD3V",410020,"",0,1,"VBIAS_PS1600",1,0,"nA","P",5.42997,***,""
"VDD_UVLO_Falling",410030,"",0,1,"VBIAS_PS1600",1,2.535,"V","P",5.42997,***,""
"I_IN_VDD_UVLO_Falling",410040,"",0,1,"VBIAS_PS1600",1,10.3974,"uA","P",5.42997,***,""
"VBIAS_POR_Falling",410050,"",0,1,"VBIAS_PS1600",1,1.295,"V","P",5.42997,***,""
"I_IN_VBIAS_POR_Falling",410060,"",0,1,"VBIAS_PS1600",1,26.226,"uA","P",5.42997,***,""
"VBIAS_PORsu_Falling",410070,"",0,1,"VBIAS_PS1600",1,0.925,"V","P",5.42997,***,""
"I_IN_VBIAS_PORsu_Falling",410080,"",0,1,"VBIAS_PS1600",1,42.2731,"uA","P",5.42997,***,""
"VBIAS_PORsu_Rising",410090,"",0,1,"VBIAS_PS1600",1,0.99,"V","P",5.42997,***,""
"I_IN_VBIAS_PORsu_Rising",410100,"",0,1,"VBIAS_PS1600",1,26.0354,"uA","P",5.42997,***,""
