Test,Test#,Pattern,Wafer,Site,Pin,Device,Value,Unit,P/F,Time,TS Time,Print To Data Log
"PIN_TO_PIN_NEG_LEAKAGE_PIN",20180,"",0,1,"FCB_PS1600",1,-5.1717,"nA","P",0.502834,***,""
"PIN_TO_PIN_POS_LEAKAGE_PIN",20090,"",0,1,"ISEN_PS1600",1,-0.721303,"nA","P",0.502834,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN",20190,"",0,1,"ISEN_PS1600",1,-9.31536,"nA","P",0.502834,***,""
"PIN_TO_PIN_POS_LEAKAGE_PIN_VBIAS_PS1600",20100,"",0,1,"VBIAS_PS1600",1,765,"nA","P",0.502834,***,""
"PIN_TO_PIN_NEG_LEAKAGE_PIN_VBIAS_PS1600",20200,"",0,1,"VBIAS_PS1600",1,-834,"nA","P",0.502834,***,""
"RON_200mAVDD_5_VIN_5_20V_Part",90050,"",0,1,"VIN1",1,0.0227869,"ohm","P",0.099208,***,""
"DEVICE_VARIENT_TRUE",90060,"",0,1,"VIN1",1,1,"","P",0.099208,***,""
"BANKA_BIT5_BLOWN_TRUE",1000001,"",0,1,"OFF_PS1600",1,0,"","P",0.597695,***,""
"EN_FCB_LOW_VOUT_LOW",30010,"",0,1,"VOUT4",1,0.000608444,"V","P",0.374284,***,""
"EN_FCB_LOW_OFF_HIGH",30020,"",0,1,"OFF_PS1600",1,1.89,"V","P",0.374284,***,""
"FCB_LOW_VOUT_LOW",30030,"",0,1,"VOUT4",1,0.000965118,"V","P",0.374284,***,""
"FCB_LOW_OFF_HIGH",30040,"",0,1,"OFF_PS1600",1,1.89074,"V","P",0.374284,***,""
"EN_LOW_VOUT_LOW",30050,"",0,1,"VOUT4",1,0.00053215,"V","P",0.374284,***,""
"EN_LOW_OFF_HIGH",30060,"",0,1,"OFF_PS1600",1,1.89023,"V","P",0.374284,***,""
"EN_FCB_HIGH_VOUT_HIGH",30070,"",0,1,"VOUT4",1,4.99998,"V","P",0.374284,***,""
"EN_FCB_HIGH_OFF_LOW",30080,"",0,1,"OFF_PS1600",1,0.000771185,"V","P",0.374284,***,""
"FAULT_SET_VOUT_LOW",30090,"",0,1,"VOUT4",1,0.000600815,"V","P",0.374284,***,""
"FAULT_SET_OFF_HIGH",30100,"",0,1,"OFF_PS1600",1,1.93468,"V","P",0.374284,***,""
"FAULT_RESET_VOUT_HIGH",30110,"",0,1,"VOUT4",1,5.00017,"V","P",0.374284,***,""
"FAULT_RESET_OFF_LOW",30120,"",0,1,"OFF_PS1600",1,0.000771185,"V","P",0.374284,***,""
"IVDDDIS_VDD_3_VIN_3",40010,"",0,1,"VDD",1,104.446,"uA","P",0.188483,***,""
"IVINDIS_VDD_3_VIN_3",40050,"",0,1,"VIN1",1,72.4802,"uA","P",0.188483,***,""
"IOFF_VDD_3_VIN_3",40090,"",0,1,"VOUT4",1,-0.96194,"uA","P",0.188483,***,""
"IVDDDIS_VDD_3_VIN_20",40020,"",0,1,"VDD",1,116.238,"uA","P",0.188483,***,""
"IVINDIS_VDD_3_VIN_20",40060,"",0,1,"VIN1",1,93.7199,"uA","P",0.188483,***,""
"IOFF_VDD_3_VIN_20",40100,"",0,1,"VOUT4",1,-2.98573,"uA","P",0.188483,***,""
"IVINVDD0_VIN_3",40130,"",0,1,"VIN1",1,67.4361,"uA","P",0.188483,***,""
"IOFFVDD0_VIN_3",40150,"",0,1,"VOUT4",1,-2.86879,"uA","P",0.188483,***,""
"IVDDDIS_VDD_20_VIN_3",40030,"",0,1,"VDD",1,133.418,"uA","P",0.188483,***,""
"IVINDIS_VDD_20_VIN_3",40070,"",0,1,"VIN1",1,66.6315,"uA","P",0.188483,***,""
"IOFF_VDD_20_VIN_3",40110,"",0,1,"VOUT4",1,0.256765,"uA","P",0.188483,***,""
"IVDDDIS_VDD_20_VIN_20",40040,"",0,1,"VDD",1,145.409,"uA","P",0.188483,***,""
"IVINDIS_VDD_20_VIN_20",40080,"",0,1,"VIN1",1,93.6016,"uA","P",0.188483,***,""
"IOFF_VDD_20_VIN_20",40120,"",0,1,"VOUT4",1,-0.844288,"uA","P",0.188483,***,""
"IVINVDD0_VIN_20",40140,"",0,1,"VIN1",1,114.071,"uA","P",0.188483,***,""
"IOFFVDD0_VIN_20",40160,"",0,1,"VOUT4",1,-2.12147,"uA","P",0.188483,***,""
"EN0V_PULLUP_RES",50010,"",0,1,"EN0_PS1600",1,201.111,"Kohm","P",0.074334,***,""
"EN1V_PULLUP_RES",50020,"",0,1,"EN0_PS1600",1,201.959,"Kohm","P",0.074334,***,""
"EN0V_Current",50030,"",0,1,"EN0_PS1600",1,-8.95026,"uA","P",0.074334,***,""
"EN1V_Current",50040,"",0,1,"EN0_PS1600",1,-3.96121,"uA","P",0.074334,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_1mA",60030,"",0,1,"VIN",1,-269.262,"mV","P",0.110692,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_10mA",60040,"",0,1,"VIN",1,-331.251,"mV","P",0.110692,***,""
"IOFF_REVERSE_VOUT_VIN_LEAKAGE_100mA",60050,"",0,1,"VIN",1,-211.542,"mV","P",0.110692,***,""
"LEAKAGE_2V",70090,"",0,1,"OFF_PS1600",1,-0.0580667,"uA","P",0.185536,***,""
"IVDD_VDD_3_Vin_3",80001,"",0,1,"VDD",1,96.2177,"uA","P",0.568886,***,""
"IVIN_VDD_3_Vin_3",80005,"",0,1,"VIN1",1,54.759,"uA","P",0.568886,***,""
"IVDD_VDD_3_Vin_20",80010,"",0,1,"VDD",1,97.8159,"uA","P",0.568886,***,""
"IVIN_VDD_3_Vin_20",80014,"",0,1,"VIN1",1,85.4246,"uA","P",0.568886,***,""
"IVDD_VDD_20_Vin_3",80011,"",0,1,"VDD",1,116.369,"uA","P",0.568886,***,""
"IVIN_VDD_20_Vin_3",80015,"",0,1,"VIN1",1,52.0232,"uA","P",0.568886,***,""
"IVDD_VDD_20_Vin_20",80012,"",0,1,"VDD",1,117.504,"uA","P",0.568886,***,""
"IVIN_VDD_20_Vin_20",80016,"",0,1,"VIN1",1,84.3946,"uA","P",0.568886,***,""
"Scan_test",330010,"_rdi_burst_SCAN_bk4_mp",0,1,"@",1,***," ","P",0.232777,***,""
"Logic_test",340010,"_rdi_burst_Logic_bk6_mp",0,1,"@",1,***," ","F",0.445142,***,""
